"region";"mun_obr";"oktmo";"year";"F1ST";"F1SIS";"F1SIGAL";"F1SSD";"F1SCM";"F1SNO";"F1SH";"F1SVOCS";"F1SOGAL";"F5SFS";"F5SFSD";"F5SFCM";"F5SFNO";"F5SFH";"F5STS";"F5STSD";"F5STCM";"F5STNO";"F5STH";"F1BTWC";"F1BSWC";"F1BGALWC";"F1BSDWC";"F1BCMWC";"F1BNO2WC";"F1BHWC";"F1BVOCSWC";"F1BOGALWC";"F1BTWCO";"F1BSWCO";"F1BGALWCO";"F1BSDWCO";"F1BCMWCO";"F1BNO2WCO";"F1BHWCO";"F1BVOCSWCO";"F1BOGALWCO";"F1BTTF";"F1BSTF";"F1BGALTF";"F1BSDTF";"F1BCMTF";"F1BNO2TF";"F1BHTF";"F1BVOCSTF";"F1BOGALTF";"F1BTTFC";"F1BSTFC";"F1BGALTFC";"F1BSDTFC";"F1BCMTFC";"F1BNO2TFC";"F1BHTFC";"F1BVOCSTFC";"F1BOGALTFC";"F1BTTFU";"F1BSTFU";"F1BGALTFU";"F1BSDTFU";"F1BCMTFU";"F1BNO2TFU";"F1BHTFU";"F1BVOCSTFU";"F1BOGALTFU";"F1BTE";"F1BSE";"F1BGALE";"F1BSDE";"F1BCME";"F1BNO2E";"F1BHE";"F1BVOCSE";"F1BOGALE"
Алтайский край;Алейский муниципальный район;"01601000";2019;377.483;112.22;265.263;15.264;204.013;18.655;21.227;1.311;4.793;105.055;15.211;200.523;18.554;0.664;7.165;0.053;3.49;0.101;0.839;375.761;110.498;265.263;15.264;204.013;18.655;21.227;1.311;4.793;369.037;107.339;261.698;15.252;203.053;18.609;19.206;1.086;4.492;27.889;27.889;0.0;0.0;0.0;0.0;0.0;0.0;0.0;26.167;26.167;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;377.483;112.22;265.263;15.264;204.013;18.655;21.227;1.311;4.793
Алтайский край;Алейский муниципальный район;"01601000";2020;660.181;181.732;478.449;27.221;286.212;29.927;126.077;2.394;6.618;165.885;26.298;279.176;27.526;0.0;15.847;0.923;7.036;2.401;2.671;656.755;178.306;478.449;27.221;286.212;29.927;126.077;2.394;6.618;523.608;170.12;353.488;27.081;283.924;28.051;13.401;0.583;0.448;97.179;97.179;0.0;0.0;0.0;0.0;0.0;0.0;0.0;93.753;93.753;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;660.181;181.732;478.449;27.221;286.212;29.927;126.077;2.394;6.618
Алтайский край;Алтайский муниципальный район;"01602000";2019;1470.43;400.082;1070.348;118.41;808.554;93.179;33.109;6.974;10.122;377.32;113.64;803.684;91.891;0.025;20.055;4.432;3.039;1.172;3.465;1456.976;386.631;1070.345;118.41;808.554;93.179;33.109;6.971;10.122;1412.549;385.283;1027.266;118.4;807.108;92.882;0.611;2.02;6.245;289.376;289.373;0.003;0.0;0.0;0.0;0.0;0.003;0.0;275.922;275.922;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.795;0.795;0.0;0.0;0.0;0.0;0.0;0.0;0.0;1470.43;400.082;1070.348;118.41;808.554;93.179;33.109;6.974;10.122
Алтайский край;Алтайский муниципальный район;"01602000";2020;1406.511;395.461;1011.05;120.324;776.991;58.551;31.528;3.436;20.22;336.643;106.0655;675.954;48.97307;0.019;58.8184;14.259;102.825;9.644;3.417;1392.631;381.581;1011.05;120.324;776.991;58.551;31.528;3.436;20.22;1354.363;380.635;973.728;120.316;775.702;58.319;0.0;2.169;17.222;292.112;292.112;0.0;0.0;0.0;0.0;0.0;0.0;0.0;278.232;278.232;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;1406.511;395.461;1011.05;120.324;776.991;58.551;31.528;3.436;20.22
Алтайский край;Баевский муниципальный район;"01603000";2019;73.26;54.374;18.886;2.365;13.251;3.088;0.08;0.081;0.021;8.554;1.972;12.518;2.976;0.008;45.817;0.387;0.382;0.059;0.095;65.936;47.05;18.886;2.365;13.251;3.088;0.08;0.081;0.021;27.056;8.915;18.141;2.355;12.677;3.01;0.049;0.041;0.009;133.313;133.313;0.0;0.0;0.0;0.0;0.0;0.0;0.0;125.989;125.989;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;73.26;54.374;18.886;2.365;13.251;3.088;0.08;0.081;0.021
Алтайский край;Баевский муниципальный район;"01603000";2020;73.26;54.374;18.886;2.365;13.251;3.088;0.08;0.081;0.021;8.554;1.972;12.518;2.976;0.008;45.817;0.387;0.382;0.059;0.095;65.936;47.05;18.886;2.365;13.251;3.088;0.08;0.081;0.021;27.056;8.915;18.141;2.355;12.677;3.01;0.049;0.041;0.009;133.313;133.313;0.0;0.0;0.0;0.0;0.0;0.0;0.0;125.989;125.989;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;;0.0;0.0;0.0;0.0;0.0;0.0;0.0;73.26;54.374;18.886;2.365;13.251;3.088;0.08;0.081;0.021
Алтайский край;Бийский муниципальный район;"01604000";2019;1422.452;836.259;586.193;42.058;326.742;48.258;53.666;95.889;19.58;244.052;40.351;309.758;46.394;14.751;588.365;1.196;9.927;1.579;84.235;1416.216;830.023;586.193;42.058;326.742;48.258;53.666;95.889;19.58;841.205;329.142;512.063;41.477;319.122;46.748;8.237;87.721;8.758;256.617;248.667;7.95;0.013;0.059;0.0;0.242;7.636;0.0;250.381;242.431;7.95;0.013;0.059;0.0;0.242;7.636;0.0;7.94;0.0;7.94;0.012;0.05;0.0;0.242;7.636;0.0;1422.452;836.259;586.193;42.058;326.742;48.258;53.666;95.889;19.58
Алтайский край;Бийский муниципальный район;"01604000";2020;1576.711;855.51746982;721.1934553;57.184;415.0869178;66.998296;71.708;89.6350415;20.5812;252.243737365;55.83348;400.453982;62.989296;14.751;603.27323298;1.351;14.6330178;4.009;85.4270415;1555.371;834.17746398;721.1934553;57.184;415.0869178;66.998296;71.708;89.6350415;20.5812;911.694;333.83796948;577.855096;45.765;369.8029;53.549296;17.225;80.566;10.9469;399.947;394.03480584;5.9117;0.433;5.3279;0.1403;0.0;0.005;0.0055;378.607;372.6948;5.9117;0.433;5.3279;0.1403;0.0;0.005;0.0055;0.506;0.0008;0.5047;0.432;0.0589;0.0033;0.0;0.005;0.0055;1576.711;855.51746982;721.1934553;57.184;415.0869178;66.998296;71.708;89.6350415;20.5812
Алтайский край;Благовещенский муниципальный район;"01605000";2019;5504.994;4153.726;1351.268;436.094;368.797;499.759;7.184;25.485;13.949;2628.343;419.764;319.344;436.411;0.261;1525.383;16.33;49.451;63.348;25.224;2615.401;1264.133;1351.268;436.094;368.797;499.759;7.184;25.485;13.949;1322.168;123.456;1198.712;429.74;323.001;423.89;2.72;16.468;2.893;32595.874;32595.874;0.0;0.0;0.0;0.0;0.0;0.0;0.0;29706.281;29706.281;0.0;0.0;0.0;0.0;0.0;0.0;0.0;17412.899;17412.899;0.0;0.0;0.0;0.0;0.0;0.0;0.0;5504.994;4153.726;1351.268;436.094;368.797;499.759;7.184;25.485;13.949
Алтайский край;Благовещенский муниципальный район;"01605000";2020;6489.022;4517.847587;1971.17489356;574.57138845;494.14173182;633.69625066;204.1656987;40.14183371;24.45799022;2981.924;554.55;414.9236;560.9804;0.008;1535.923587;20.02138845;79.21813182;72.71578766;40.13383371;3272.559;1301.384587;1971.17489356;574.57138845;494.14173182;633.69625066;204.1656987;40.14183371;24.45799022;1949.346;145.63354;1803.71257356;568.87111045;433.08788282;564.29674966;201.9451537;25.71034971;9.80132722;32195.511;32195.511;0.0;0.0;0.0;0.0;0.0;0.0;0.0;28979.048;28979.048;0.0;0.0;0.0;0.0;0.0;0.0;0.0;16649.049;16649.049;0.0;0.0;0.0;0.0;0.0;0.0;0.0;6489.022;4517.847587;1971.17489356;574.57138845;494.14173182;633.69625066;204.1656987;40.14183371;24.45799022
Алтайский край;Бурлинский муниципальный район;"01606000";2019;35.865;10.015;25.85;3.064;20.698;1.361;0.0;0.043;0.684;5.198;2.591;20.036;1.185;0.003;4.817;0.473;0.662;0.176;0.04;29.036;3.186;25.85;3.064;20.698;1.361;0.0;0.043;0.684;26.417;2.108;24.309;2.591;20.036;0.956;0.0;0.042;0.684;104.52;104.52;0.0;0.0;0.0;0.0;0.0;0.0;0.0;97.691;97.691;0.0;0.0;0.0;0.0;0.0;0.0;0.0;7.272;7.272;0.0;0.0;0.0;0.0;0.0;0.0;0.0;35.865;10.015;25.85;3.064;20.698;1.361;0.0;0.043;0.684
Алтайский край;Бурлинский муниципальный район;"01606000";2020;580.55;144.523;436.027;41.254;301.944;29.138;61.464;1.578;0.649;139.634;40.49;300.828;28.826;0.003;4.889;0.764;1.116;0.312;1.575;573.721;137.694;436.027;41.254;301.944;29.138;61.464;1.578;0.649;507.141;136.616;370.525;40.7;300.989;28.833;0.0;0.003;0.0;104.52;104.52;0.0;0.0;0.0;0.0;0.0;0.0;0.0;97.691;97.691;0.0;0.0;0.0;0.0;0.0;0.0;0.0;6.829;6.829;0.0;0.0;0.0;0.0;0.0;0.0;0.0;580.55;144.523;436.027;41.254;301.944;29.138;61.464;1.578;0.649
Алтайский край;Быстроистокский муниципальный район;"01607000";2019;23.218;3.479;19.739;2.254;16.345;1.128;0.0;0.012;0.0;3.464;2.254;16.315;1.128;0.012;0.015;0.0;0.03;0.0;0.0;23.218;3.479;19.739;2.254;16.345;1.128;0.0;0.012;0.0;23.218;3.479;19.739;2.254;16.345;1.128;0.0;0.012;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;23.218;3.479;19.739;2.254;16.345;1.128;0.0;0.012;0.0
Алтайский край;Быстроистокский муниципальный район;"01607000";2020;23.218;3.479;19.739;2.254;16.345;1.128;0.0;0.012;0.0;3.464;2.254;16.315;1.128;0.012;0.015;0.0;0.03;0.0;0.0;23.218;3.479;19.739;2.254;16.345;1.128;0.0;0.012;0.0;23.218;3.479;19.739;2.254;16.345;1.128;0.0;0.012;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;23.218;3.479;19.739;2.254;16.345;1.128;0.0;0.012;0.0
Алтайский край;Волчихинский муниципальный район;"01608000";2019;290.374003;23.173;267.201003;8.523;104.152;7.895;137.215;5.391003;4.025;6.891;4.484;87.43;5.094;0.0;15.882;4.006;11.899;1.771;5.577;286.524003;19.323;267.201003;8.523;104.152;7.895;137.215;5.391003;4.025;136.121003;14.939;121.182003;8.349;102.852;6.932;1.977;0.731003;0.341;324.337;324.337;0.0;0.0;0.0;0.0;0.0;0.0;0.0;320.487;320.487;0.0;0.0;0.0;0.0;0.0;0.0;0.0;281.679;281.679;0.0;0.0;0.0;0.0;0.0;0.0;0.0;290.374003;23.173;267.201003;8.523;104.152;7.895;137.215;5.391003;4.025
Алтайский край;Волчихинский муниципальный район;"01608000";2020;607.805;44.165;563.64;23.078;141.65;13.878;365.562;14.026;5.446;27.671;18.763;125.004;11.686;0.02;16.494;4.315;16.646;2.192;14.194;583.842;20.202;563.64;23.078;141.65;13.878;365.562;14.026;5.446;194.141;15.753;178.388;22.595;139.12;12.557;1.977;1.767;0.372;462.148;462.148;0.0;0.0;0.0;0.0;0.0;0.0;0.0;438.185;438.185;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;607.805;44.165;563.64;23.078;141.65;13.878;365.562;14.026;5.446
Алтайский край;город Алейск;"01703000";2019;1921.505;459.382;1462.123;312.848;860.809;250.42;12.875;17.585;7.586;253.91;286.346;777.357;222.591;0.005;205.47204;26.504;83.452;27.8275;17.582;1552.859;90.736;1462.123;312.848;860.809;250.42;12.875;17.585;7.586;1291.717;83.282;1208.435;296.105;665.756;233.608;0.001;10.531;2.434;13817.622;13817.622;0.0;0.0;0.0;0.0;0.0;0.0;0.0;13448.976;13448.976;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;1921.505;459.382;1462.123;312.848;860.809;250.42;12.875;17.585;7.586
Алтайский край;город Алейск;"01703000";2020;2007.144;469.689;1537.455;353.736;786.959;326.514;9.381;48.983;11.882;236.184;327.196;702.644;298.841;0.005;233.505;26.54;84.315;27.673;48.98;1646.86;109.405;1537.455;353.736;786.959;326.514;9.381;48.983;11.882;1386.542;91.15;1295.392;338.58;599.117;309.99;8.601;34.029;5.075;13982.759;13982.759;0.0;0.0;0.0;0.0;0.0;0.0;0.0;13622.475;13622.475;0.0;0.0;0.0;0.0;0.0;0.0;0.0;45.55;45.55;0.0;0.0;0.0;0.0;0.0;0.0;0.0;2007.144;469.689;1537.455;353.736;786.959;326.514;9.381;48.983;11.882
Алтайский край;город Барнаул;"01701000";2019;48107.744;10557.979;37549.765;16408.96;7164.79;11294.734;1425.169;1148.14;107.972;9943.825;16366.417;6548.292;11075.476;7.275;604.347;40.598;589.295;217.674;1213.291;38281.708;1067.941;37213.767;16408.436;7164.79;11294.734;1425.169;813.35;107.288;36392.584001;820.260001;35572.324;16378.866;6791.496;11113.931;721.339;488.972;77.72;225894.667;224512.534;1382.133;2.365;0.0;0.0;0.0;1376.748;3.02;216068.631;215022.496;1046.135;1.841;0.0;0.0;0.0;1041.958;2.336;17215.218;16174.237;1040.981;0.0;0.0;0.0;0.0;1040.981;0.0;48107.744;10557.979;37549.765;16408.96;7164.79;11294.734;1425.169;1148.14;107.972
Алтайский край;город Барнаул;"01701000";2020;41641.785459953;9497.165015835;32144.621281584;13044.27898069;6805.3084225;10109.210043453;861.494478317;1268.818361501;55.510995123;8608.537144502;12991.715157;5752.6337165;9857.914376653;8.573147;801.191787785;48.72003369;1000.160636;246.0571968;1306.781214501;33775.319459953;1984.333050435;31790.987281584;13043.75498069;6805.3084225;10109.210043453;861.494478317;916.392361501;54.826995123;31140.855639953;1066.080281378;30074.776419664;13008.4997769;6421.1660419;9934.341528653;76.991582787;592.828640001;40.948849423;196297.582;194908.57472501;1389.0073;2.365;0.58;0.0273;0.0;1383.015;3.02;188431.116;187395.74275961;1035.3733;1.841;0.58;0.0273;0.0;1030.589;2.336;143285.389;142255.259;1030.1303;0.0;0.58;0.0273;0.0;1029.523;0.0;41641.785459953;9497.165015835;32144.621281584;13044.27898069;6805.3084225;10109.210043453;861.494478317;1268.818361501;55.510995123
Алтайский край;город Белокуриха;"01704000";2019;171.995;24.546;147.449;4.063;93.75;20.747;2.314;22.947;3.628;24.468;4.042;93.63;20.722;13.426;0.078;0.021;0.12;0.025;11.803;171.992;24.543;147.449;4.063;93.75;20.747;2.314;22.947;3.628;167.817;24.488;143.329;4.063;93.749;20.746;2.291;20.12;2.36;0.022;0.022;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.019;0.019;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.019;0.019;0.0;0.0;0.0;0.0;0.0;0.0;0.0;171.995;24.546;147.449;4.063;93.75;20.747;2.314;22.947;3.628
Алтайский край;город Белокуриха;"01704000";2020;179.76;24.328;155.432;4.015;96.569;24.742;2.908;23.342;3.856;24.217;4.011;90.714;21.944;14.994;0.111;0.004;5.855;2.798;10.455;179.734;24.302;155.432;4.015;96.569;24.742;2.908;23.342;3.856;175.767;24.248;151.519;4.015;96.413;24.652;2.168;21.623;2.648;0.139;0.139;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.113;0.113;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.113;0.113;0.0;0.0;0.0;0.0;0.0;0.0;0.0;179.76;24.328;155.432;4.015;96.569;24.742;2.908;23.342;3.856
Алтайский край;город Бийск;"01705000";2019;25931.716;4134.826;21796.89;7078.668;10546.883;3704.769;67.825;357.868;40.877;3590.768;6922.167;10088.56;3543.285;0.068;534.347;153.336;426.501;160.533;419.588;20812.685;1351.288;19461.397;4778.201;10546.883;3675.403;67.396;357.715;35.799;19857.526;1118.02;18739.506;4772.915;10485.532;3250.095;3.385;199.548;28.031;189409.285;184962.921;4446.364;3983.132;0.0;416.028;32.131;2.994;12.079;184290.254;182179.383;2110.871;1682.665;0.0;386.662;31.702;2.841;7.001;2605.424;617.832;1987.592;1570.686;0.0;383.306;31.702;0.213;1.685;25931.716;4134.826;21796.89;7078.668;10546.883;3704.769;67.825;357.868;40.877
Алтайский край;город Бийск;"01705000";2020;23910.245;2733.09226726;21177.152683218;6323.39594905;9058.3652858;5383.006489811;74.779993068;254.1952872;83.409678289;2393.536838965;6191.8767988;8819.0634778;5296.86143638;44.824689477;329.68749211;128.137617;205.895366;85.174377431;277.0754339;19843.635;712.34593676;19131.289019218;4297.30228905;9057.9652858;5367.269489811;74.329989068;254.0842872;80.337678289;19540.623;591.92714606;18948.694534948;4290.34927305;9023.8857148;5347.94795438;26.375949677;190.69867878;69.436964261;157845.489;154151.58574723;3693.9031653165;3390.49214;23.015;232.885;33.94902531646;2.867;10.695;153778.879;152130.83941673;1648.0395013165;1364.39848;22.615;217.148;33.49902131646;2.756;7.623;1811.432;297.299;1514.133;1265.308;0.0;215.0;33.499;0.326;0.0;23910.245;2733.09226726;21177.152683218;6323.39594905;9058.3652858;5383.006489811;74.779993068;254.1952872;83.409678289
Алтайский край;город Заринск;"01706000";2019;26806.822;1941.243;24865.579;3743.492;17073.759;3675.528;33.736;221.374;117.69;266.331;1477.8;1205.067;1690.084;0.071;1674.912;2265.692;15868.692;1985.444;230.506;26546.663;1681.084;24865.579;3743.492;17073.759;3675.528;33.736;221.374;117.69;25068.483;1018.636;24049.847;3706.07;16928.456;3274.291;0.0;97.678;43.352;9515.645;9515.645;0.0;0.0;0.0;0.0;0.0;0.0;0.0;9255.486;9255.486;0.0;0.0;0.0;0.0;0.0;0.0;0.0;8680.18;8680.18;0.0;0.0;0.0;0.0;0.0;0.0;0.0;26806.822;1941.243;24865.579;3743.492;17073.759;3675.528;33.736;221.374;117.69
Алтайский край;город Заринск;"01706000";2020;27706.889492;2099.45238;25607.436815;4329.38657;17650.07598;3288.65209;27.618;195.47998;116.224195;289.94681;1542.70528;1502.6062;1388.4251;0.134;1809.50557;2786.68129;16147.46978;1900.22699;195.34598;27427.437492;1820.00038;25607.436815;4329.38657;17650.07598;3288.65209;27.618;195.47998;116.224195;25684.758;884.63;24800.128;4290.212;17498.234;2906.379;3.083;62.484;39.736;9826.868;9826.868;0.0;0.0;0.0;0.0;0.0;0.0;0.0;9547.416;9547.416;0.0;0.0;0.0;0.0;0.0;0.0;0.0;8777.843;8777.843;0.0;0.0;0.0;0.0;0.0;0.0;0.0;27706.889492;2099.45238;25607.436815;4329.38657;17650.07598;3288.65209;27.618;195.47998;116.224195
Алтайский край;город Новоалтайск;"01713000";2019;1915.933;336.731;1579.202;232.316;1041.79;227.245;21.587;43.194;13.07;274.944;224.536;1013.573;177.251;0.002;60.949;7.656;31.083;51.751;39.86;1779.035;199.833;1579.202;232.316;1041.79;227.245;21.587;43.194;13.07;1664.937;160.758;1504.179;232.268;1033.531;193.819;0.047;33.63;10.884;2316.367;2316.367;0.0;0.0;0.0;0.0;0.0;0.0;0.0;2179.469;2179.469;0.0;0.0;0.0;0.0;0.0;0.0;0.0;13.281;3.414;9.867;0.124;0.488;0.026;0.0;8.412;0.817;1915.933;336.731;1579.202;232.316;1041.79;227.245;21.587;43.194;13.07
Алтайский край;город Новоалтайск;"01713000";2020;2668.052;449.666509;2218.384596;320.689809;1295.691221;320.128049;28.938;93.375517;159.562;322.701;261.679;1224.78;240.1;12.601;126.965509;59.010809;70.911221;80.028049;92.9275170078;2616.813;398.427509;2218.384596;320.689809;1295.691221;320.128049;28.938;93.375517;159.562;2181.894;254.6525;1927.241;288.1635;1275.609;285.4195;5.729;15.185;57.135;1385.085;1385.085;0.0;0.0;0.0;0.0;0.0;0.0;0.0;1333.846;1333.846;0.0;0.0;0.0;0.0;0.0;0.0;0.0;1.64;1.64;0.0;0.0;0.0;0.0;0.0;0.0;0.0;2668.052;449.666509;2218.384596;320.689809;1295.691221;320.128049;28.938;93.375517;159.562
Алтайский край;город Рубцовск;"01716000";2019;13055.721;5245.139;7810.582;2866.423;3540.509;894.445;80.035;248.703;180.467;4911.979;2558.214;2699.001;736.88;12.693;333.16;308.209;841.508;157.565;248.361;8379.154;568.572;7810.582;2866.423;3540.509;894.445;80.035;248.703;180.467;8040.743;480.456;7560.287;2833.447;3522.199;881.46;36.905;213.704;72.572;30130.981;30130.981;0.0;0.0;0.0;0.0;0.0;0.0;0.0;25454.414;25454.414;0.0;0.0;0.0;0.0;0.0;0.0;0.0;166.726;166.726;0.0;0.0;0.0;0.0;0.0;0.0;0.0;13055.721;5245.139;7810.582;2866.423;3540.509;894.445;80.035;248.703;180.467
Алтайский край;город Рубцовск;"01716000";2020;12946.742;4889.975;8056.76708;2900.47206;3714.67902;921.809;269.273;220.392;30.142;4600.371;2643.164;2884.271;789.319;0.223;289.604;257.30806;830.40802;132.49;220.169;8448.078;391.311;8056.76708;2900.47206;3714.67902;921.809;269.273;220.392;30.142;8114.025;335.338;7778.6874;2898.553;3702.06;914.848;36.458;208.5074;18.261;50804.635;50804.635;0.0;0.0;0.0;0.0;0.0;0.0;0.0;46305.971;46305.971;0.0;0.0;0.0;0.0;0.0;0.0;0.0;22006.625;22006.625;0.0;0.0;0.0;0.0;0.0;0.0;0.0;12946.742;4889.975;8056.76708;2900.47206;3714.67902;921.809;269.273;220.392;30.142
Алтайский край;город Славгород;"01719000";2019;939.656;133.334;806.322;54.031;334.128;72.632;321.133;10.986;13.412;75.824;18.894;141.993;20.881;0.008;16.598;1.373;4.289;1.631;10.957;894.357;88.035;806.322;54.031;334.128;72.632;321.133;10.986;13.412;281.96;86.571;195.389;18.901;143.666;20.702;1.319;3.025;7.776;347.468;347.468;0.0;0.0;0.0;0.0;0.0;0.0;0.0;302.169;302.169;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;939.656;133.334;806.322;54.031;334.128;72.632;321.133;10.986;13.412
Алтайский край;город Славгород;"01719000";2020;1043.76947816;193.0149924;850.75357306;49.584966;426.624442;62.141714;290.4997083;11.933289;9.96945376;143.3075141;47.9757;420.433002;59.864899;0.5303083;49.7070932;1.609266;6.19144;2.276815;11.409289;989.40547816;138.6509924;850.75357306;49.584966;426.624442;62.141714;290.4997083;11.933289;9.96945376;432.88934816;113.9648624;318.92397306;30.873566;248.169942;27.616914;3.9473083;3.470189;4.84605376;467.072;467.072;0.0;0.0;0.0;0.0;0.0;0.0;0.0;412.708;412.708;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;1043.76947816;193.0149924;850.75357306;49.584966;426.624442;62.141714;290.4997083;11.933289;9.96945376
Алтайский край;город Яровое;"01730000";2019;1833.357;486.053;1347.304;440.228;676.537;224.136;0.002;4.726;1.675;14.86;3.462;33.146;1.684;0.0;0.313;0.003;0.349;0.484;4.565;925.689;15.177;910.512;3.544;676.537;224.136;0.002;4.618;1.675;924.198;14.907;909.291;3.462;676.089;223.779;0.002;4.304;1.655;6374.438;5886.144;488.294;487.752;0.0;0.0;0.0;0.542;0.0;5466.77;5415.268;51.502;51.068;0.0;0.0;0.0;0.434;0.0;5466.528;5415.026;51.502;51.068;0.0;0.0;0.0;0.434;0.0;1833.357;486.053;1347.304;440.228;676.537;224.136;0.002;4.726;1.675
Алтайский край;город Яровое;"01730000";2020;1666.82;241.74271498;1425.0771402;439.2981917;683.75113;223.3767945;70.19;7.360615;1.100409;239.44682238;439.1041917;681.66788;221.76956;0.0;2.2958926;0.194;2.08325;1.6072345;7.36061;1012.473;22.14871498;990.3241402;4.7811917;683.75113;223.2497945;70.19;7.251615;1.100409;933.99;20.23782238;913.751755;4.5891917;681.94288;221.84256;0.0;5.033615;0.3435083;3233.248;2744.835;488.413;485.331;0.0;2.54;0.0;0.542;0.0;2578.901;2525.241;53.66;50.814;0.0;2.413;0.0;0.433;0.0;2578.659;2524.999;53.66;50.814;0.0;2.413;0.0;0.433;0.0;1666.82;241.74271498;1425.0771402;439.2981917;683.75113;223.3767945;70.19;7.360615;1.100409
Алтайский край;Егорьевский муниципальный район;"01609000";2019;157.841;28.413;129.428;6.01;66.645;4.801;39.764;3.698;8.51;18.24;4.134;64.111;3.759;0.01;10.173;1.876;2.534;1.042;3.688;156.299;26.871;129.428;6.01;66.645;4.801;39.764;3.698;8.51;100.455;23.863;76.592;5.934;65.508;4.633;0.0;0.398;0.119;16.977;16.977;0.0;0.0;0.0;0.0;0.0;0.0;0.0;15.435;15.435;0.0;0.0;0.0;0.0;0.0;0.0;0.0;13.491;13.491;0.0;0.0;0.0;0.0;0.0;0.0;0.0;157.841;28.413;129.428;6.01;66.645;4.801;39.764;3.698;8.51
Алтайский край;Егорьевский муниципальный район;"01609000";2020;1800.086;61.417;1738.669;7.674;80.173;7.006;61.055;4.259;1578.502;24.131;5.451;74.835;5.527;0.007;37.286;2.223;5.338;1.479;4.252;1797.836;59.167;1738.669;7.674;80.173;7.006;61.055;4.259;1578.502;108.173;34.723;73.45;7.586;58.138;6.03;0.0;1.456;0.24;20.884;20.884;0.0;0.0;0.0;0.0;0.0;0.0;0.0;18.634;18.634;0.0;0.0;0.0;0.0;0.0;0.0;0.0;13.491;13.491;0.0;0.0;0.0;0.0;0.0;0.0;0.0;1800.086;61.417;1738.669;7.674;80.173;7.006;61.055;4.259;1578.502
Алтайский край;Ельцовский муниципальный район;"01610000";2019;236.527;48.719;187.808;22.461;152.101;13.088;0.008;0.15;0.0;17.841;9.193;60.787;5.052;0.05;30.878;13.268;91.314;8.036;0.108;222.986;35.178;187.808;22.461;152.101;13.088;0.008;0.15;0.0;146.561;18.758;127.803;15.623;103.568;8.504;0.005;0.103;0.0;1219.837;1219.837;0.0;0.0;0.0;0.0;0.0;0.0;0.0;1206.296;1206.296;0.0;0.0;0.0;0.0;0.0;0.0;0.0;1206.296;1206.296;0.0;0.0;0.0;0.0;0.0;0.0;0.0;236.527;48.719;187.808;22.461;152.101;13.088;0.008;0.15;0.0
Алтайский край;Ельцовский муниципальный район;"01610000";2020;40.604;17.499;23.105;2.369;18.41;2.301;0.0;0.025;0.0;6.914;2.161;13.995;1.277;0.003;10.585;0.208;4.415;1.024;0.022;40.604;17.499;23.105;2.369;18.41;2.301;;0.025;;24.35;6.914;17.436;2.161;13.995;1.277;;0.003;;0.0;;0.0;;;;;;;0.0;;0.0;;;;;;;0.0;;0.0;;;;;;;40.604;17.499;23.105;2.369;18.41;2.301;;0.025;
Алтайский край;Завьяловский муниципальный район;"01611000";2019;381.712;93.436;288.276;26.111;216.446;5.819;7.748;15.666;16.486;74.434;20.915;211.56;3.78;0.254;19.002;5.196;4.886;2.039;15.412;367.255;78.979;288.276;26.111;216.446;5.819;7.748;15.666;16.486;326.813;54.287;272.526;26.054;214.624;3.232;1.935;13.335;13.346;382.389;382.389;0.0;0.0;0.0;0.0;0.0;0.0;0.0;367.932;367.932;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;381.712;93.436;288.276;26.111;216.446;5.819;7.748;15.666;16.486
