"region";"mun_obr";"oktmo";"year";"F1ST";"F1SIS";"F1SIGAL";"F1SSD";"F1SCM";"F1SNO";"F1SH";"F1SVOCS";"F1SOGAL";"F5SFS";"F5SFSD";"F5SFCM";"F5SFNO";"F5SFH";"F5STS";"F5STSD";"F5STCM";"F5STNO";"F5STH";"F1BTWC";"F1BSWC";"F1BGALWC";"F1BSDWC";"F1BCMWC";"F1BNO2WC";"F1BHWC";"F1BVOCSWC";"F1BOGALWC";"F1BTWCO";"F1BSWCO";"F1BGALWCO";"F1BSDWCO";"F1BCMWCO";"F1BNO2WCO";"F1BHWCO";"F1BVOCSWCO";"F1BOGALWCO";"F1BTTF";"F1BSTF";"F1BGALTF";"F1BSDTF";"F1BCMTF";"F1BNO2TF";"F1BHTF";"F1BVOCSTF";"F1BOGALTF";"F1BTTFC";"F1BSTFC";"F1BGALTFC";"F1BSDTFC";"F1BCMTFC";"F1BNO2TFC";"F1BHTFC";"F1BVOCSTFC";"F1BOGALTFC";"F1BTTFU";"F1BSTFU";"F1BGALTFU";"F1BSDTFU";"F1BCMTFU";"F1BNO2TFU";"F1BHTFU";"F1BVOCSTFU";"F1BOGALTFU";"F1BTE";"F1BSE";"F1BGALE";"F1BSDE";"F1BCME";"F1BNO2E";"F1BHE";"F1BVOCSE";"F1BOGALE"
Волгоградская область;Киквидзенский муниципальный район;"18620000";2019;143.671;0.0;143.671;0.0;2.134;1.34;137.688;2.509;0.0;0.0;0.0;0.237;0.085;0.0;0.0;0.0;1.897;1.255;2.509;143.671;0.0;143.671;0.0;2.134;1.34;137.688;2.509;0.0;6.852;0.0;6.852;0.0;2.07;1.314;3.462;0.006;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;143.671;0.0;143.671;0.0;2.134;1.34;137.688;2.509;0.0
Волгоградская область;Киквидзенский муниципальный район;"18620000";2020;143.019;0.0;143.019;0.004;1.895;0.991;137.617;2.512;0.0;0.0;0.003;0.227;0.094;0.003;0.0;0.001;1.668;0.897;2.509;143.019;0.0;143.019;0.004;1.895;0.991;137.617;2.512;0.0;6.222;0.0;6.2218;0.004;1.8328;0.988;3.391;0.006;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;143.019;0.0;143.019;0.004;1.895;0.991;137.617;2.512;0.0
Волгоградская область;Клетский муниципальный район;"18622000";2019;142.395;23.261;119.134;0.132;1.853;1.554;112.095;3.5;0.0;0.0;0.001;0.244;0.095;0.0;23.261;0.131;1.609;1.459;3.517;142.395;23.261;119.134;0.132;1.853;1.554;112.095;3.5;0.0;31.696;23.26;8.436;0.131;1.732;1.551;4.222;0.8;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;142.395;23.261;119.134;0.132;1.853;1.554;112.095;3.5;0.0
Волгоградская область;Клетский муниципальный район;"18622000";2020;169.52;46.522;122.998;0.262;3.329;3.031;112.112;4.264;0.0;0.0;0.0;0.23;0.099;0.0;46.522;0.262;3.099;2.932;4.298;169.52;46.522;122.998;0.262;3.329;3.031;112.112;4.264;0.0;6.289;0.0;6.289;0.0;1.967;0.116;4.205;0.001;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;169.52;46.522;122.998;0.262;3.329;3.031;112.112;4.264;0.0
Волгоградская область;Котельниковский муниципальный район;"18624000";2019;1738.857;3.446;1735.411;22.946;1268.831;83.234;325.24;29.484;5.676;1.523;22.487;29.48;10.904;0.036;1.923;0.459;1239.351;72.33;30.684;1738.597;3.186;1735.411;22.946;1268.831;83.234;325.24;29.484;5.676;1627.243;1.99;1625.253;22.898;1267.038;82.526;238.365;9.024;5.402;1.017;1.017;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.757;0.757;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.299;0.299;0.0;0.0;0.0;0.0;0.0;0.0;0.0;1738.857;3.446;1735.411;22.946;1268.831;83.234;325.24;29.484;5.676
Волгоградская область;Котельниковский муниципальный район;"18624000";2020;3950.86;78.676;3872.184;33.755;1482.624;375.386;1909.65;62.86;7.909;0.183;27.182;46.492;22.557;0.121;78.493;6.573;1436.132;352.829;63.977;3950.787;78.603;3872.184;33.755;1482.624;375.386;1909.65;62.86;7.909;3382.858;67.858;3315.000046;23.6;1448.759;164.196;1663.108;9.654;5.683046;0.473;0.473;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.4;0.4;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.392;0.392;0.0;0.0;0.0;0.0;0.0;0.0;0.0;3950.86;78.676;3872.184;33.755;1482.624;375.386;1909.65;62.86;7.909
Волгоградская область;Котовский муниципальный район;"18626000";2019;7029.98;335.633;6694.347;110.646;3467.192;374.844;1203.311;1535.406;2.948;0.046;0.317;38.754;23.798;0.275;137.4;77.816;1449.969;184.454;907.395;7022.41;328.063;6694.347;110.646;3467.192;374.844;1203.311;1535.406;2.948;5720.1431;290.9381;5429.205;92.158;3217.478;311.674;679.212;1128.127;0.556;37.905;37.905;0.0;0.0;0.0;0.0;0.0;0.0;0.0;30.335;30.335;0.0;0.0;0.0;0.0;0.0;0.0;0.0;30.168;30.168;0.0;0.0;0.0;0.0;0.0;0.0;0.0;7029.98;335.633;6694.347;110.646;3467.192;374.844;1203.311;1535.406;2.948
Волгоградская область;Котовский муниципальный район;"18626000";2020;6809.387;295.5752327;6513.810915519;157.6743913;3255.257593;450.5535646;976.898296;1656.7118735;16.715197119;0.06;0.553;40.157;24.736;5.654;295.5152327;157.1215033;3215.100541;425.8179896;1984.9968735;6801.822;288.0102327;6513.810915519;157.6743913;3255.257593;450.5535646;976.898296;1656.7118735;16.715197119;5930.274;244.5587777;5685.716638703;156.5710503;3239.744711;438.9135501;543.539532;1292.8944739;14.053321403;38.126;38.126;0.0;0.0;0.0;0.0;0.0;0.0;0.0;30.561;30.561;0.0;0.0;0.0;0.0;0.0;0.0;0.0;30.168;30.168;0.0;0.0;0.0;0.0;0.0;0.0;0.0;6809.387;295.5752327;6513.810915519;157.6743913;3255.257593;450.5535646;976.898296;1656.7118735;16.715197119
Волгоградская область;Кумылженский муниципальный район;"18646000";2019;16.239;0.172;16.067;0.602;1.389;0.738;1.592;11.618;0.128;0.085;0.599;0.925;0.64;0.01;0.087;0.003;0.464;0.098;11.608;16.239;0.172;16.067;0.602;1.389;0.738;1.592;11.618;0.128;4.829;0.168;4.661;0.599;0.936;0.64;0.0;2.485;0.001;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;16.239;0.172;16.067;0.602;1.389;0.738;1.592;11.618;0.128
Волгоградская область;Кумылженский муниципальный район;"18646000";2020;198.122;0.06;198.062;0.616;1.963;0.846;182.996;11.509;0.132;0.022;0.613;1.65;0.729;0.004;0.038;0.003;0.313;0.117;11.506;198.122;0.06;198.062;0.616;1.963;0.846;182.996;11.509;0.132;9.309;0.051;9.258;0.613;1.65;0.729;4.663;1.602;0.001;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;198.122;0.06;198.062;0.616;1.963;0.846;182.996;11.509;0.132
Волгоградская область;Ленинский муниципальный район;"18630000";2019;199.272;0.014;199.258;0.005;3.483;1.363;135.799;56.882;1.726;0.0;0.005;3.379;1.321;0.0;0.014;0.0;0.104;0.042;58.878;199.272;0.014;199.258;0.005;3.483;1.363;135.799;56.882;1.726;16.147;0.001;16.146;0.005;3.4;1.333;10.013;0.057;1.338;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;199.272;0.014;199.258;0.005;3.483;1.363;135.799;56.882;1.726
Волгоградская область;Ленинский муниципальный район;"18630000";2020;197.752;0.019914;197.7325429;0.004;3.927;1.5149119;170.778;18.123054;3.385577;0.0;0.004;3.185;1.447;0.0;0.019914;0.0;0.742;0.0679119;58.973054;197.752;0.019914;197.7325429;0.004;3.927;1.5149119;170.778;18.123054;3.385577;12.16;0.002218;12.15827112;0.004;3.193;1.45303012;6.137;0.075209;1.296032;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;197.752;0.019914;197.7325429;0.004;3.927;1.5149119;170.778;18.123054;3.385577
Волгоградская область;Нехаевский муниципальный район;"18634000";2019;66.742;3.631;63.111;0.012;2.438;0.468;53.152;4.402;2.639;0.0;0.0;1.006;0.158;0.0;3.631;0.012;1.432;0.31;5.046;64.147;1.036;63.111;0.012;2.438;0.468;53.152;4.402;2.639;6.334;0.821;5.513;0.0;1.378;0.349;1.657;0.147;1.982;20.435;20.435;0.0;0.0;0.0;0.0;0.0;0.0;0.0;17.84;17.84;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;66.742;3.631;63.111;0.012;2.438;0.468;53.152;4.402;2.639
Волгоградская область;Нехаевский муниципальный район;"18634000";2020;341.601;3.626;337.975;0.012;3.211;0.532;326.941;4.633;2.646;0.0;0.0;1.772;0.251;0.0;3.626;0.012;1.439;0.281;5.277;339.006;1.031;337.975;0.012;3.211;0.532;326.941;4.633;2.646;20.337;0.811;19.526;0.0;2.294;0.411;14.693;0.146;1.982;20.435;20.435;0.0;0.0;0.0;0.0;0.0;0.0;0.0;17.84;17.84;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;341.601;3.626;337.975;0.012;3.211;0.532;326.941;4.633;2.646
Волгоградская область;Николаевский муниципальный район;"18636000";2019;393.774;13.713;380.061;0.514;33.586;11.785;304.524;11.066;18.586;0.0;0.001;23.519;11.199;0.001;13.713;0.513;10.067;0.586;11.207;393.774;13.713;380.061;0.514;33.586;11.785;304.524;11.066;18.586;86.227;1.9;84.327;0.495;33.249;11.629;21.214;2.979;14.761;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;393.774;13.713;380.061;0.514;33.586;11.785;304.524;11.066;18.586
Волгоградская область;Николаевский муниципальный район;"18636000";2020;412.628;14.83;397.798;2.271;44.993;14.807;304.602;12.545;18.58;0.099;0.876;26.369;14.226;0.626;14.731;1.395;18.624;0.581;12.062;412.622;14.824;397.798;2.271;44.993;14.807;304.602;12.545;18.58;105.038;2.992;102.046;2.252;44.451;14.648;21.215;4.712;14.768;0.087;0.087;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.081;0.081;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;412.628;14.83;397.798;2.271;44.993;14.807;304.602;12.545;18.58
Волгоградская область;Новоаннинский муниципальный район;"18638000";2019;612.2;157.969;454.231;45.674;88.802;63.825;242.121;13.8;0.009;53.543;45.606;87.578;63.146;0.078;104.426;0.068;1.224;0.679;13.722;460.684;6.453;454.231;45.674;88.802;63.825;242.121;13.8;0.009;209.711;3.286;206.425;45.606;86.414;62.454;10.649;1.301;0.001;2393.733;2393.733;0.0;0.0;0.0;0.0;0.0;0.0;0.0;2242.217;2242.217;0.0;0.0;0.0;0.0;0.0;0.0;0.0;2242.217;2242.217;0.0;0.0;0.0;0.0;0.0;0.0;0.0;612.2;157.969;454.231;45.674;88.802;63.825;242.121;13.8;0.009
Волгоградская область;Новоаннинский муниципальный район;"18638000";2020;293.271;28.016;265.255;0.049;8.232;2.314;242.598;11.833;0.229;6.891;0.029;7.082;1.99;0.533;21.125;0.02;1.15;0.324;11.775;272.533;7.278;265.255;0.049;8.232;2.314;242.598;11.833;0.229;25.042;5.6;19.442;0.03;5.964;2.05;11.126;0.061;0.211;135.672;135.672;0.0;0.0;0.0;0.0;0.0;0.0;0.0;114.934;114.934;0.0;0.0;0.0;0.0;0.0;0.0;0.0;114.934;114.934;0.0;0.0;0.0;0.0;0.0;0.0;0.0;293.271;28.016;265.255;0.049;8.232;2.314;242.598;11.833;0.229
Волгоградская область;Новониколаевский муниципальный район;"18640000";2019;28.543;19.13;9.413;0.01;4.099;1.783;0.575;2.919;0.027;0.0;0.001;2.251;0.868;0.001;19.13;0.009;1.848;0.915;2.921;12.061;2.648;9.413;0.01;4.099;1.783;0.575;2.919;0.027;5.138;2.505;2.633;0.0;1.32;0.737;0.572;0.004;0.0;209.273;209.273;0.0;0.0;0.0;0.0;0.0;0.0;0.0;192.791;192.791;0.0;0.0;0.0;0.0;0.0;0.0;0.0;141.0;141.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;28.543;19.13;9.413;0.01;4.099;1.783;0.575;2.919;0.027
Волгоградская область;Новониколаевский муниципальный район;"18640000";2020;179.949;13.975;165.974;0.026;4.953;1.819;155.669;3.462;0.045;0.0;0.0;3.38;0.988;0.001;13.975;0.026;1.573;0.831;3.464;166.621;0.647;165.974;0.026;4.953;1.819;155.669;3.462;0.045;8.568;0.381;8.187;0.008;3.128;1.491;3.558;0.002;0.0;161.956;161.956;0.0;0.0;0.0;0.0;0.0;0.0;0.0;148.628;148.628;0.0;0.0;0.0;0.0;0.0;0.0;0.0;148.247;148.247;0.0;0.0;0.0;0.0;0.0;0.0;0.0;179.949;13.975;165.974;0.026;4.953;1.819;155.669;3.462;0.045
Волгоградская область;Октябрьский муниципальный район;"18642000";2019;252.113;11.333;240.78;0.202;1.511;0.379;202.343;35.272;1.073;1.074;0.013;0.715;0.166;0.01;10.259;0.189;0.796;0.213;36.421;242.78;2.0;240.78;0.202;1.511;0.379;202.343;35.272;1.073;32.223;1.984;30.239;0.161;1.255;0.275;13.023;14.453;1.072;60.176;60.176;0.0;0.0;0.0;0.0;0.0;0.0;0.0;50.843;50.843;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;252.113;11.333;240.78;0.202;1.511;0.379;202.343;35.272;1.073
Волгоградская область;Октябрьский муниципальный район;"18642000";2020;252.389;11.317;241.071561;0.281147;1.593665;0.301749;203.048;34.774;1.073;1.072;0.068147;1.029665;0.236749;0.003;10.245;0.213;0.564;0.065;35.93;243.056;1.984;241.071561;0.281147;1.593665;0.301749;203.048;34.774;1.073;32.937;1.982;30.955;0.149;1.287;0.275;13.728;14.444;1.072;60.176;60.176;0.0;0.0;0.0;0.0;0.0;0.0;0.0;50.843;50.843;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;252.389;11.317;241.071561;0.281147;1.593665;0.301749;203.048;34.774;1.073
Волгоградская область;Ольховский муниципальный район;"18643000";2019;2292.081;8.374;2283.707;1.081;768.749;249.346;530.794;733.285;0.452;0.1;0.466;7.361;4.146;0.564;8.274;0.615;761.388;245.2;732.721;2286.001;2.294;2283.707;1.081;768.749;249.346;530.794;733.285;0.452;1477.469;0.202;1477.267;0.929;766.67;244.886;455.18;9.522;0.08;86.277;86.277;0.0;0.0;0.0;0.0;0.0;0.0;0.0;80.197;80.197;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;2292.081;8.374;2283.707;1.081;768.749;249.346;530.794;733.285;0.452
Волгоградская область;Ольховский муниципальный район;"18643000";2020;4051.702;37.147;4014.555;1.583;1255.556;208.071;1888.306;660.632;0.407;0.189;0.268;8.012;5.986;0.1667;36.958;1.315;1247.544;202.085;660.468;4046.659;32.104;4014.555;1.583;1255.556;208.071;1888.306;660.632;0.407;3302.662;29.206;3273.456;1.255;1251.438;201.624;1812.832;6.29;0.017;48.073;48.073;0.0;0.0;0.0;0.0;0.0;0.0;0.0;43.03;43.03;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;4051.702;37.147;4014.555;1.583;1255.556;208.071;1888.306;660.632;0.407
Волгоградская область;Палласовский муниципальный район;"18645000";2019;544.716;10.299;534.417;0.451;3.16;0.791;515.416;10.738;3.861;0.791;0.193;2.275;0.749;0.041;9.508;0.258;0.885;0.042;5.889;544.716;10.299;534.417;0.451;3.16;0.791;515.416;10.738;3.861;24.618;9.125;15.493;0.399;2.297;0.752;9.954;0.035;2.056;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;544.716;10.299;534.417;0.451;3.16;0.791;515.416;10.738;3.861
Волгоградская область;Палласовский муниципальный район;"18645000";2020;7718.135;51.877;7666.258622;2.423488;37.206415;243.113999;7362.225;12.527017;8.762703;0.312;1.362488;18.577415;4.891999;0.073017;51.565;1.061;18.629;238.222;7.645;7718.075;51.817;7666.258622;2.423488;37.206415;243.113999;7362.225;12.527017;8.762703;7254.835;0.31;7254.524843;2.394;26.476659;242.065524;6982.443;1.132957;0.012703;0.569;0.569;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.509;0.509;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;7718.135;51.877;7666.258622;2.423488;37.206415;243.113999;7362.225;12.527017;8.762703
Волгоградская область;Руднянский муниципальный район;"18647000";2019;163.185;0.453;162.732;0.016;1.921;0.402;155.049;5.344;0.0;0.0;0.013;1.46;0.328;0.0;0.453;0.003;0.461;0.074;5.344;163.041;0.309;162.732;0.016;1.921;0.402;155.049;5.344;0.0;4.701;0.001;4.7;0.0;1.547;0.367;2.709;0.077;0.0;2.037;2.037;0.0;0.0;0.0;0.0;0.0;0.0;0.0;1.893;1.893;0.0;0.0;0.0;0.0;0.0;0.0;0.0;1.893;1.893;0.0;0.0;0.0;0.0;0.0;0.0;0.0;163.185;0.453;162.732;0.016;1.921;0.402;155.049;5.344;0.0
Волгоградская область;Руднянский муниципальный район;"18647000";2020;230.46;9.379;221.081;1.217;49.11;4.52;157.166;9.064;0.004;0.092;1.104;2.184;1.438;0.173;9.287;0.113;46.926;3.082;9.239;230.211;9.13;221.081;1.217;49.11;4.52;157.166;9.064;0.004;69.305;5.543;63.76201;1.206;48.526;4.443;4.825;4.762;0.00001;2.037;2.037;0.0;0.0;0.0;0.0;0.0;0.0;0.0;1.788;1.788;0.0;0.0;0.0;0.0;0.0;0.0;0.0;1.788;1.788;0.0;0.0;0.0;0.0;0.0;0.0;0.0;230.46;9.379;221.081;1.217;49.11;4.52;157.166;9.064;0.004
Волгоградская область;Светлоярский муниципальный район;"18649000";2019;2904.873;187.062;2717.811;44.511;517.108;128.55;1721.993;226.5182;79.1308;11.423;37.096;75.693;35.16;0.745;175.639;7.415;441.415;93.39;200.5912;2903.333;185.618;2717.715;44.511;517.108;128.55;1721.993;226.5182;79.0348;335.279;12.137;323.142;33.999;139.109;79.941;28.771;33.069;8.253;35077.1;35069.886;7.214;0.0;0.0;0.0;0.0;0.0;7.214;35075.56;35068.442;7.118;0.0;0.0;0.0;0.0;0.0;7.118;35075.56;35068.442;7.118;0.0;0.0;0.0;0.0;0.0;7.118;2904.873;187.062;2717.811;44.511;517.108;128.55;1721.993;226.5182;79.1308
Волгоградская область;Светлоярский муниципальный район;"18649000";2020;2749.354;134.413260288;2614.941096544;31.79356087;422.221063572;82.00265839;1845.76;174.612813712;58.551;0.141803;23.1405;15.1054;16.9828804;0.90525;134.2714691;8.65306149;407.115664092;65.019778731;175.678564472;2749.354;134.413260288;2614.941096544;31.79356087;422.221063572;82.00265839;1845.76;174.612813712;58.551;126.399;2.200803;124.1980304;21.2335;16.4714;23.8448804;28.708;33.49525;0.445;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;2749.354;134.413260288;2614.941096544;31.79356087;422.221063572;82.00265839;1845.76;174.612813712;58.551
Волгоградская область;Серафимовичский муниципальный район;"18650000";2019;59.884;0.001;59.883;0.002;1.163;0.385;53.201;5.132;0.0;0.0;0.002;1.056;0.38;0.001;0.001;0.0;0.107;0.005;5.131;59.884;0.001;59.883;0.002;1.163;0.385;53.201;5.132;0.0;12.366;0.0;12.366;0.001;1.065;0.382;10.915;0.003;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;59.884;0.001;59.883;0.002;1.163;0.385;53.201;5.132;0.0
Волгоградская область;Серафимовичский муниципальный район;"18650000";2020;61.267;0.005;61.262;0.003;2.84;0.533;53.265;4.323;0.298;0.001;0.001;2.123;0.398;0.003;0.004;0.002;0.717;0.135;4.32;61.267;0.005;61.262;0.003;2.84;0.533;53.265;4.323;0.298;9.558;0.001;9.557;0.001;2.434;0.525;6.265;0.037;0.295;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;61.267;0.005;61.262;0.003;2.84;0.533;53.265;4.323;0.298
Волгоградская область;Среднеахтубинский муниципальный район;"18651000";2019;855.168;253.434;601.734;15.2;251.278;94.253;204.991;21.756;14.256;8.858;0.86;9.251;2.304;0.003;244.576;14.34;244.027;91.949;136.731;793.148;191.414;601.734;15.2;251.278;94.253;204.991;21.756;14.256;464.7;188.418;276.282;10.936;144.433;91.053;11.992;7.036;10.832;1285.818;1285.818;0.0;0.0;0.0;0.0;0.0;0.0;0.0;1223.798;1223.798;0.0;0.0;0.0;0.0;0.0;0.0;0.0;1043.678;1043.678;0.0;0.0;0.0;0.0;0.0;0.0;0.0;855.168;253.434;601.734;15.2;251.278;94.253;204.991;21.756;14.256
Волгоградская область;Среднеахтубинский муниципальный район;"18651000";2020;725.343;190.971;534.3719;6.4089;206.011;69.87;204.641;32.01;15.431;11.115;0.972;5.189;2.882;2.144;179.856;5.4369;200.822;66.988;145.233;723.304;188.932;534.3719;6.4089;206.011;69.87;204.641;32.01;15.431;378.68;179.298;199.382;2.166;99.336;68.826;11.21;7.27;10.574;470.143;470.143;0.0;0.0;0.0;0.0;0.0;0.0;0.0;468.104;468.104;0.0;0.0;0.0;0.0;0.0;0.0;0.0;287.984;287.984;0.0;0.0;0.0;0.0;0.0;0.0;0.0;725.343;190.971;534.3719;6.4089;206.011;69.87;204.641;32.01;15.431
Волгоградская область;Старополтавский муниципальный район;"18652000";2019;16.568;0.25;16.318;0.005;0.356;0.058;9.038;5.854;1.007;0.0;0.002;0.07;0.026;0.002;0.25;0.003;0.286;0.032;5.852;16.568;0.25;16.318;0.005;0.356;0.058;9.038;5.854;1.007;2.439;0.0;2.439;0.001;0.07;0.026;1.305;1.037;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;16.568;0.25;16.318;0.005;0.356;0.058;9.038;5.854;1.007
Волгоградская область;Старополтавский муниципальный район;"18652000";2020;233.107;22.391;210.7163;1.0033;7.269;1.888;192.405;7.138;1.013;0.0;0.001;0.291;0.114;0.002;22.391;1.0023;6.978;1.774;7.136;232.107;21.391;210.7163;1.0033;7.269;1.888;192.405;7.138;1.013;31.112;20.91;10.202;0.957;2.044;0.535;4.505;2.16;0.001;31.472;31.472;0.0;0.0;0.0;0.0;0.0;0.0;0.0;30.472;30.472;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;233.107;22.391;210.7163;1.0033;7.269;1.888;192.405;7.138;1.013
Волгоградская область;Суровикинский муниципальный район;"18653000";2019;70.751;42.182;28.569;0.654;4.966;2.247;7.993;12.074;0.635;2.528;0.405;1.077;0.268;0.016;39.654;0.249;3.889;1.979;12.322;33.722;5.153;28.569;0.654;4.966;2.247;7.993;12.074;0.635;10.451;3.825;6.626;0.646;3.913;1.924;0.003;0.14;0.0;653.292;653.292;0.0;0.0;0.0;0.0;0.0;0.0;0.0;616.263;616.263;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;70.751;42.182;28.569;0.654;4.966;2.247;7.993;12.074;0.635
Волгоградская область;Суровикинский муниципальный район;"18653000";2020;900.326;40.482;859.844;1.162;14.881;6.101;824.204;12.688;0.808;3.019;1.075;10.532;4.143;0.748;37.463;0.087;4.349;1.958;12.204;863.324;3.48;859.844;1.162;14.881;6.101;824.204;12.688;0.808;43.736;3.064;40.672;0.498;13.282;5.711;20.684;0.397;0.1;653.429;653.429;0.0;0.0;0.0;0.0;0.0;0.0;0.0;616.427;616.427;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.29;0.29;0.0;0.0;0.0;0.0;0.0;0.0;0.0;900.326;40.482;859.844;1.162;14.881;6.101;824.204;12.688;0.808
Волгоградская область;Урюпинский муниципальный район;"18654000";2019;5635.112;0.157;5634.955;0.049;399.643;516.185;4711.197;7.869;0.012;0.001;0.006;6.653;2.863;0.033;0.156;0.043;392.99;513.322;7.836;5635.112;0.157;5634.955;0.049;399.643;516.185;4711.197;7.869;0.012;2702.792;0.036;2702.756;0.018;399.428;203.132;2099.809;0.365;0.004;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;5635.112;0.157;5634.955;0.049;399.643;516.185;4711.197;7.869;0.012
Волгоградская область;Урюпинский муниципальный район;"18654000";2020;3156.185;294.206;2861.979;0.147;394.507;376.074;1981.486;10.844;98.921;10.968;0.006;50.444;5.956;0.035;283.238;0.141;344.063;370.118;10.809;3156.185;294.206;2861.979;0.147;394.507;376.074;1981.486;10.844;98.921;2738.158;14.798;2723.36;0.074;393.397;373.182;1950.19;5.24;1.277;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;3156.185;294.206;2861.979;0.147;394.507;376.074;1981.486;10.844;98.921
